participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t01,t02
20,DDM,value_scaling_t0,wide,DEoptim,1,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,0.6015465101335989,7.058227322554449,1.074326179001946,1.4025996220647359
20,DDM,value_scaling_t0,wide,DEoptim,2,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,0.6015465101335989,7.058227322554449,1.074326179001946,1.4025996220647359
20,DDM,value_scaling_t0,wide,DEoptim,3,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.8112737636856089,5.258684949336239,1.1449547876669095,1.025990983939264
20,DDM,value_scaling_t0,wide,DEoptim,4,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.8112737636856089,5.258684949336239,1.1449547876669095,1.025990983939264
20,DDM,value_scaling_t0,wide,DEoptim,5,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
20,DDM,value_scaling_t0,wide,DEoptim,6,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
20,DDM,value_scaling_t0,wide,DEoptim,7,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
20,DDM,value_scaling_t0,wide,DEoptim,8,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
20,DDM,value_scaling_t0,wide,DEoptim,9,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
20,DDM,value_scaling_t0,wide,DEoptim,10,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
20,DDM,value_scaling_t0,wide,DEoptim,11,0.28611295628594235,1,1.0152103984728456,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
20,DDM,value_scaling_t0,wide,DEoptim,12,0.2970267306089402,1,1.8991142272349149,0.2413805798326885,1,0.6276577490615506,3.825741050516868,0.9796970346818983,1.4574865340832894
20,DDM,value_scaling_t0,wide,DEoptim,13,0.2970267306089402,1,1.8991142272349149,0.2413805798326885,1,0.6276577490615506,3.825741050516868,0.9796970346818983,1.4574865340832894
20,DDM,value_scaling_t0,wide,DEoptim,14,0.2970267306089402,1,1.8991142272349149,0.2413805798326885,1,0.6276577490615506,3.825741050516868,0.9796970346818983,1.4574865340832894
20,DDM,value_scaling_t0,wide,DEoptim,15,0.2970267306089402,1,1.8991142272349149,0.2413805798326885,1,0.6276577490615506,3.825741050516868,0.9796970346818983,1.4574865340832894
20,DDM,value_scaling_t0,wide,DEoptim,16,0.23981515267079762,1,0.86881643367894,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,17,0.23981515267079762,1,0.86881643367894,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,18,0.23981515267079762,1,0.86881643367894,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,19,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,20,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,21,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,22,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,23,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,24,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,25,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,26,0.23981515267079762,1,0.8683662098297347,0.015995568660006454,1,0.8772587738208908,3.564479024435262,1.6139686724959872,1.2081252949329278
20,DDM,value_scaling_t0,wide,DEoptim,27,0.33892867739223,1,1.1566092867911866,0.5267602728220163,1,0.8998991733410596,4.394948946086174,1.1160098861523124,0.5963906062927433
20,DDM,value_scaling_t0,wide,DEoptim,28,0.33892867739223,1,1.1566092867911866,0.5267602728220163,1,0.8998991733410596,4.394948946086174,1.1160098861523124,0.5963906062927433
20,DDM,value_scaling_t0,wide,DEoptim,29,0.33892867739223,1,1.1566092867911866,0.5267602728220163,1,0.8998991733410596,4.394948946086174,1.1160098861523124,0.5963906062927433
20,DDM,value_scaling_t0,wide,DEoptim,30,0.33892867739223,1,1.1566092867911866,0.5267602728220163,1,0.8998991733410596,4.394948946086174,1.1160098861523124,0.5963906062927433
20,DDM,value_scaling_t0,wide,DEoptim,31,0.33892867739223,1,1.1566092867911866,0.5267602728220163,1,0.8998991733410596,4.394948946086174,1.1160098861523124,0.5963906062927433
