participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
64,DDM,value_scaling_t0,wide,DEoptim,0.7377664833623478,1,1.0015813419812476,0.4675157253580882,1,0.8886803500323252,2.9769076872446893,1.2708494042988132,1.4763023921885663,1.4447885175354465
