participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t01,t02
50,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1.4420907413260722,1,2.4310481981787055,0.7257127338339088,1,3.287608776039549,0.6056911474005945,3.2004763203612985,1.3120940766780818,1.4088596505544178
