participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
13,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,0.449121679590849,1,1.0296729211479874,0.010000006529129739,1,0.6076388440540901,0.8937267405497242,0.5994585263807775,2.3323255428607013,1.314784061908703,1.3941500482437648,1.34553426462434
