participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
69,DFT_CRT,value_scaling_t0,wide,DEoptim,0.3610241376798479,1,1.0223651513972007,1.0241375293899684,1,0.9804860444382568,2.9074868560752907,1.3574215381839245,1.3268768269549869,1.4684754946087561
