participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
90,DFT_CRT,value_scaling_t0,wide,DEoptimR,1.9455848873630508,1,1.0002269997676474,1.143712724720012,1,0.44534354257912023,3.8478518262685664,1.3386861658995566,1.436914698788293,1.6794752215246176
