participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
64,DDM,time_scaling_t0,wide,DEoptim,0.737244961882198,1,0.47558937160587883,1,1.0023927602580396,0.8510811039618404,0.8878140324722784,2.9796570253002663,1.2692641528784836,1.4764733693914411,1.4447915219698562
