participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
46,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,1.0185853184924827,1,0.9842568944537935,0.7387624289571197,1,1.8454961482588166,0.7063445003586382,0.6974518966431954,2.8975097352846255,1.4703841266597226,1.3319169617375113,1.3480016382769127
