participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t01,t02
35,DDM,value_scaling_t0,wide,DEoptim,1,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,0.6015465101335989,7.058227322554449,1.074326179001946,1.4025996220647359
35,DDM,value_scaling_t0,wide,DEoptim,2,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,0.6015465101335989,7.058227322554449,1.074326179001946,1.4025996220647359
35,DDM,value_scaling_t0,wide,DEoptim,3,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.8112737636856089,5.258684949336239,1.1449547876669095,1.025990983939264
35,DDM,value_scaling_t0,wide,DEoptim,4,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.8112737636856089,5.258684949336239,1.1449547876669095,1.025990983939264
35,DDM,value_scaling_t0,wide,DEoptim,5,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
35,DDM,value_scaling_t0,wide,DEoptim,6,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
35,DDM,value_scaling_t0,wide,DEoptim,7,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.025990983939264
35,DDM,value_scaling_t0,wide,DEoptim,8,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,9,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,10,0.28611295628594235,1,1.5128166689537466,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,11,0.28611295628594235,1,1.0152103984728456,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,12,0.28611295628594235,1,1.0152103984728456,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,13,0.28611295628594235,1,1.0152103984728456,0.07363624145369968,1,0.6904056599902051,5.258684949336239,1.1449547876669095,1.0411185220549442
35,DDM,value_scaling_t0,wide,DEoptim,14,0.23135205965518202,1,1.122077103263229,0.20556704202216794,1,0.7475656536666107,3.8343638463230922,1.282933493397739,0.7208579732803628
35,DDM,value_scaling_t0,wide,DEoptim,15,0.23135205965518202,1,1.122077103263229,0.20556704202216794,1,0.7475656536666107,3.8343638463230922,1.282933493397739,0.7208579732803628
35,DDM,value_scaling_t0,wide,DEoptim,16,0.23135205965518202,1,1.122077103263229,0.20556704202216794,1,0.7475656536666107,3.8343638463230922,1.282933493397739,0.7208579732803628
35,DDM,value_scaling_t0,wide,DEoptim,17,0.23981515267079762,1,0.86881643367894,0.015995568660006454,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,18,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,19,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,20,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,21,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,22,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,23,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,24,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,25,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.2013660466648004
35,DDM,value_scaling_t0,wide,DEoptim,26,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.2129755613793827,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,27,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.2129755613793827,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,28,0.23981515267079762,1,1.2581965049257906,0.3378923026959342,1,0.8540286210394236,3.564479024435262,1.6139686724959872,1.5910393795731521
35,DDM,value_scaling_t0,wide,DEoptim,29,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,30,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,31,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,32,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,33,0.38622901221983547,1,0.6413132634479553,0.4258715829726856,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.290684420798843
35,DDM,value_scaling_t0,wide,DEoptim,34,0.274890047529605,1,0.1597439779434353,0.5107667843043557,1,0.9310206971031434,4.491830361374983,1.4205385721404167,1.3171122217321827
35,DDM,value_scaling_t0,wide,DEoptim,35,0.274890047529605,1,0.1597439779434353,0.5107667843043557,1,0.9310206971031434,4.491830361374983,1.4205385721404167,1.3171122217321827
35,DDM,value_scaling_t0,wide,DEoptim,36,0.274890047529605,1,0.1597439779434353,0.5107667843043557,1,0.9310206971031434,4.491830361374983,1.4205385721404167,1.3171122217321827
35,DDM,value_scaling_t0,wide,DEoptim,37,0.274890047529605,1,0.6115159071050584,0.5107667843043557,1,0.9310206971031434,4.491830361374983,1.4205385721404167,1.3171122217321827
35,DDM,value_scaling_t0,wide,DEoptim,38,0.274890047529605,1,0.6115159071050584,0.5107667843043557,1,0.9310206971031434,4.491830361374983,1.4205385721404167,1.3171122217321827
35,DDM,value_scaling_t0,wide,DEoptim,39,0.38622901221983547,1,0.6413132634479553,0.4843702247398709,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.4780446989483487
35,DDM,value_scaling_t0,wide,DEoptim,40,0.38622901221983547,1,0.6413132634479553,0.4843702247398709,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.4780446989483487
35,DDM,value_scaling_t0,wide,DEoptim,41,0.38622901221983547,1,0.6413132634479553,0.4843702247398709,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.4780446989483487
35,DDM,value_scaling_t0,wide,DEoptim,42,0.38622901221983547,1,0.6413132634479553,0.4843702247398709,1,0.8995311821894787,3.5635318803128175,1.5363535080759876,1.4780446989483487
35,DDM,value_scaling_t0,wide,DEoptim,43,0.3877587350108661,1,0.8743594781897932,0.38299797925749535,1,0.8523369650076702,4.145510907473828,1.2797041711435875,1.2899452416631876
35,DDM,value_scaling_t0,wide,DEoptim,44,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,45,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,46,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,47,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,48,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,49,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,50,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,3.8887698694385553,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,51,0.5027831774228253,1,0.4437015219207335,0.6674843182554469,1,0.9368647068871372,4.221014926343245,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,52,0.5027831774228253,1,0.6292570107851996,0.6674843182554469,1,0.9368647068871372,4.221014926343245,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,53,0.5027831774228253,1,0.6292570107851996,0.6674843182554469,1,0.9368647068871372,4.221014926343245,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,54,0.5027831774228253,1,0.6292570107851996,0.6674843182554469,1,0.9368647068871372,4.221014926343245,1.499339366246862,1.3949848126781597
35,DDM,value_scaling_t0,wide,DEoptim,55,0.5027831774228253,1,0.6292570107851996,0.6674843182554469,1,0.9368647068871372,4.221014926343245,1.499339366246862,1.3949848126781597
