participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
14,DDM,time_and_value_scaling_t0,wide,DEoptimR,delay,44.805435827153126,0.008043255225175409
14,DDM,time_and_value_scaling_t0,wide,DEoptimR,date,504.4611969135283,0.09055843522258593
