participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
86,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2.326062832425151,1,1.0319295254375043,1.812352152253439,1,0.7981550605784775,1.3219830638041743,0.6349634054134078,2.2356790171968894,1.4293497771849206,1.367975596036181,1.3783386062186083
