participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
42,DDM,value_scaling,wide,DEoptim,1,0.5092348055890762,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.08866976262070239
42,DDM,value_scaling,wide,DEoptim,2,0.2137384177795612,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
42,DDM,value_scaling,wide,DEoptim,3,0.4339803761476651,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
42,DDM,value_scaling,wide,DEoptim,4,0.4339803761476651,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
42,DDM,value_scaling,wide,DEoptim,5,0.4242167004442774,1,1.671617016926408,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.5564287249390036
42,DDM,value_scaling,wide,DEoptim,6,0.4242167004442774,1,1.671617016926408,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.5564287249390036
42,DDM,value_scaling,wide,DEoptim,7,0.11579614752903566,1,0.6310426693383605,0.12099824582964142,1,0.7033202937809853,4.903662546011003,0.8002683051271252
42,DDM,value_scaling,wide,DEoptim,8,0.11579614752903566,1,0.6310426693383605,0.12099824582964142,1,0.7033202937809853,4.903662546011003,0.8002683051271252
42,DDM,value_scaling,wide,DEoptim,9,0.11579614752903566,1,0.6310426693383605,0.12099824582964142,1,0.7033202937809853,4.903662546011003,0.8002683051271252
42,DDM,value_scaling,wide,DEoptim,10,0.11579614752903566,1,0.6310426693383605,0.12099824582964142,1,0.7033202937809853,4.903662546011003,0.8002683051271252
42,DDM,value_scaling,wide,DEoptim,11,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,12,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,13,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,14,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,15,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,16,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,17,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,18,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,19,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,20,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,21,0.15834791859130232,1,0.9824821426066608,0.7389518329541993,1,0.9832777844477929,4.337492403677742,0.5119770825663238
42,DDM,value_scaling,wide,DEoptim,22,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9607435083891305
42,DDM,value_scaling,wide,DEoptim,23,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9607435083891305
42,DDM,value_scaling,wide,DEoptim,24,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9929561071962233
42,DDM,value_scaling,wide,DEoptim,25,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9929561071962233
42,DDM,value_scaling,wide,DEoptim,26,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9929561071962233
42,DDM,value_scaling,wide,DEoptim,27,0.2177226894576855,1,0.8341349202113931,0.4421973468872898,1,0.96868353005099594,3.5712905633350203,0.9929561071962233
42,DDM,value_scaling,wide,DEoptim,28,0.33372272964610955,1,0.9685029479113968,0.3102346795363712,1,0.9368647068871372,2.7493439573878575,1.0068287302507088
42,DDM,value_scaling,wide,DEoptim,29,0.33372272964610955,1,0.9685029479113968,0.3102346795363712,1,0.9368647068871372,2.7493439573878575,1.0068287302507088
42,DDM,value_scaling,wide,DEoptim,30,0.33372272964610955,1,0.9685029479113968,0.3102346795363712,1,0.9368647068871372,2.7493439573878575,1.0068287302507088
42,DDM,value_scaling,wide,DEoptim,31,0.5174802392042489,1,0.9189361574598792,0.583969062271894,1,0.9303660074070195,2.358977362288697,1.4286266736714643
42,DDM,value_scaling,wide,DEoptim,32,0.5174802392042489,1,0.9189361574598792,0.583969062271894,1,0.9303660074070195,2.358977362288697,1.4286266736714643
42,DDM,value_scaling,wide,DEoptim,33,0.33372272964610955,1,0.9685029479113968,0.3538155206205741,1,0.9368647068871372,2.7493439573878575,1.0068287302507088
42,DDM,value_scaling,wide,DEoptim,34,0.4179294356513234,1,0.9189361574598792,0.583969062271894,1,0.9303660074070195,2.358977362288697,1.4286266736714643
