participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
62,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.6784227783895985,1,0.921217894908813,0.5669828841577066,1,1.0000001950554147,0.7370098992079066,2.819840208905697,1.4548133389341458,1.3961476867568172
