participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t01,t02
62,DDM,time_scaling_t0,wide,DEoptim,1,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,2,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,3,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,4,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,5,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,6,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
62,DDM,time_scaling_t0,wide,DEoptim,7,0.9330851195752622,1,0.40813149134999155,1,1.913147646933794,0.42277079505633386,6.087112019459019,1.4848685579141603,0.7945374410250226
62,DDM,time_scaling_t0,wide,DEoptim,8,0.5439301296416671,1,0.1609251814382151,1,0.33402003115043044,0.205108593020031,6.105573464823328,0.3303098644246347,0.11503504993207764
62,DDM,time_scaling_t0,wide,DEoptim,9,0.24688000862905757,1,0.3464877565084026,1,0.21647170609980826,0.5156323713214062,4.975216667455309,1.398253494980745,1.0525086271972397
62,DDM,time_scaling_t0,wide,DEoptim,10,0.24688000862905757,1,0.3464877565084026,1,0.21647170609980826,0.5156323713214062,4.975216667455309,1.398253494980745,1.0525086271972397
62,DDM,time_scaling_t0,wide,DEoptim,11,0.24688000862905757,1,0.3464877565084026,1,0.21647170609980826,0.5156323713214062,4.975216667455309,1.398253494980745,1.0525086271972397
62,DDM,time_scaling_t0,wide,DEoptim,12,0.24688000862905757,1,0.3464877565084026,1,0.21647170609980826,0.5156323713214062,4.975216667455309,1.398253494980745,1.0525086271972397
62,DDM,time_scaling_t0,wide,DEoptim,13,0.518097630580887,1,0.026414235744159673,1,0.06806782446801662,0.4763011084778749,2.9775143066183567,1.6189987979945728,0.8890987345069432
62,DDM,time_scaling_t0,wide,DEoptim,14,0.518097630580887,1,0.026414235744159673,1,0.06806782446801662,0.4763011084778749,2.9775143066183567,1.6189987979945728,0.8890987345069432
