participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
81,DDM,time_and_value_scaling_t0,wide,DEoptim,0.8592526144345694,1,0.42669026373592517,0.01000054245984728,1,3.4067352368413278e-9,0.40649046381957155,3.1235833447639343,1.293531957078411,1.8651379244530975
