participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
15,DDM,time_and_value_scaling_t0,wide,DEoptim,neutral,5337.087444077066,0.95808813549752
15,DDM,time_and_value_scaling_t0,wide,DEoptim,defer,5084.13226448412,0.91267884458369
15,DDM,time_and_value_scaling_t0,wide,DEoptim,speedup,5556.09233201076,0.9974028341873635
