participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
11,DFT_CRT,time_scaling_t0,wide,DEoptim,0.7392211684815524,1,0.37381463960629707,1,0.533880134647361,1.2354153473067728,0.9003083630180753,2.3040665506187183,1.367349062764547,1.406270737980724,1.3839398634418827
