participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t0
87,DFT_CRT,time_and_value_scaling,wide,DEoptim,0.9102506833051581,1,1.005179277414623,0.25685575189731474,1,0.6062734409534094,1.4289050996664592,0.8938795309748859,3.180673940744621,1.2930227973690565
