participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
23,DDM,time_scaling_t0,wide,DEoptimR,delay,4240.5955535199755,0.7612512123592556
23,DDM,time_scaling_t0,wide,DEoptimR,date,4247.893609182515,0.7625613240289154
