participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
20,DDM,value_scaling,wide,DEoptimR,delay,2262.212712256993,0.40610148930394663
20,DDM,value_scaling,wide,DEoptimR,date,2285.109762991674,0.4102118571546979
