participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
89,DFT_CRT,time_scaling_t0,wide,DEoptimR,0.056517959574507746,1,0.22313730877604818,1,0.1436488279948087,0.7738602613091365,4.1880525601468905,0.933860117560454,2.117820272099282
