participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
55,DDM,value_scaling,wide,DEoptim,1,0.5092348055890762,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.08866976262070239
55,DDM,value_scaling,wide,DEoptim,2,0.2137384177795612,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
55,DDM,value_scaling,wide,DEoptim,3,0.4339803761476651,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
55,DDM,value_scaling,wide,DEoptim,4,0.1466874054740186,1,0.2262396827805786,0.18572572722332553,1,0.16035069367773366,7.278789411283844,0.6331781553258187
55,DDM,value_scaling,wide,DEoptim,5,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,6,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,7,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,8,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,9,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,10,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
55,DDM,value_scaling,wide,DEoptim,11,0.1466874054740186,1,1.17079424963817,0.0805043915566057,1,0.7171755889495294,4.8440287528228945,0.6331781553258187
55,DDM,value_scaling,wide,DEoptim,12,0.1466874054740186,1,1.17079424963817,0.0805043915566057,1,0.7171755889495294,4.8440287528228945,0.6331781553258187
55,DDM,value_scaling,wide,DEoptim,13,0.1466874054740186,1,1.0593936034409701,0.0805043915566057,1,0.7171755889495294,4.8440287528228945,0.6331781553258187
55,DDM,value_scaling,wide,DEoptim,14,0.6806672154971405,1,0.9815796410612496,0.3712955976243521,1,0.7088890113429352,3.6758046685056565,0.5469539799343093
55,DDM,value_scaling,wide,DEoptim,15,0.6806672154971405,1,0.9815796410612496,0.3712955976243521,1,0.7088890113429352,3.6758046685056565,0.5469539799343093
55,DDM,value_scaling,wide,DEoptim,16,0.6806672154971405,1,0.9815796410612496,0.3712955976243521,1,0.7088890113429352,3.6758046685056565,0.5469539799343093
55,DDM,value_scaling,wide,DEoptim,17,0.49935010633399723,1,0.990654178429395,0.13986932831319787,1,0.7690373960182448,3.5716710644781213,1.05607842348516
55,DDM,value_scaling,wide,DEoptim,18,0.49935010633399723,1,0.990654178429395,0.13986932831319787,1,0.7690373960182448,3.5716710644781213,1.05607842348516
55,DDM,value_scaling,wide,DEoptim,19,0.49935010633399723,1,0.990654178429395,0.13986932831319787,1,0.7690373960182448,3.5716710644781213,1.05607842348516
55,DDM,value_scaling,wide,DEoptim,20,0.49935010633399723,1,0.990654178429395,0.13986932831319787,1,0.7690373960182448,3.5716710644781213,1.05607842348516
55,DDM,value_scaling,wide,DEoptim,21,0.49935010633399723,1,0.990654178429395,0.13986932831319787,1,0.7690373960182448,3.5716710644781213,1.05607842348516
