participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t01,t02
25,DDM,time_scaling_t0,wide,DEoptimR,1,0.6967416597064585,1,0.3185317180771381,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.2622997704544105,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,2,0.6967416597064585,1,0.3185317180771381,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.2622997704544105,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,3,0.6967416597064585,1,0.3185317180771381,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.2622997704544105,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,4,0.6967416597064585,1,0.3185317180771381,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.2622997704544105,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,5,0.6967416597064585,1,0.22547132170161338,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.6854248800391758,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,6,0.6967416597064585,1,0.22547132170161338,1,1.735417831223458,0.7397093832746474,2.697425334623782,0.6854248800391758,1.022669166745618
25,DDM,time_scaling_t0,wide,DEoptimR,7,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.35423378521436333,6.50022748404539,0.11974089159836812,0.8821010350278745
25,DDM,time_scaling_t0,wide,DEoptimR,8,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,9,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,10,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,11,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,12,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,13,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,14,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,15,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,16,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,17,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,18,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,19,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,20,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
25,DDM,time_scaling_t0,wide,DEoptimR,21,1.057814993446858,1,0.33555177892184807,1,0.5084971780888736,0.3658267504602274,4.33471742621315,1.068532212445779,0.19578655426913838
