participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
21,DDM,value_scaling_t0,wide,DEoptimR,0.8428134545323671,1,1.0297020123258815,0.3316416997663844,1,0.18306093624960615,3.445633029440468,1.2533277985590192,1.3383337476252084,1.3856192398992655
