participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
19,DDM,time_scaling_t0,wide,DEoptimR,0.7420127873127538,1,0.3915778168048369,1,1.7843244837607422,0.9487332776525903,0.6272345390128324,3.1839804407057994,1.2873577901569884,1.2899890539512995,1.293347350934482
