participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
47,DFT_CRT,time_scaling_t0,wide,DEoptimR,1.2385243656811837,1,0.649907460978747,1,2.1101758519094633,2.9451937387948117,0.7591193942418062,2.4622156926881837,1.372447748454885,1.3674216180558347,1.3926699161560474
