participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
55,DDM,time_scaling_t0,wide,DEoptim,0.7371049422747131,1,0.7812671507737691,1,1.1289491432719736,0.724068885987245,0.9447302310916409,3.403472078830736,1.371803715631627,1.2007566782043109,1.2210933343551975
