participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
87,DDM,value_scaling_t0,wide,DEoptimR,0.9773458458532128,1,0.9999999786764051,0.20476776585527587,1,0.6970405157162052,3.1462946834635805,1.2543649584412826,1.3218676775766651,1.4786213201903537
