participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
64,DFT_CRT,value_scaling_t0,wide,DEoptim,1.1395109244596682,1,0.9853316909287697,0.527760168285842,1,0.6816313394719061,2.9081209479539125,1.2746765170214547,1.4864558725127355,1.4444305481363577
