participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02
81,DDM,value_scaling_t0,wide,DEoptim,0.663963025706086,1,0.8471296560005765,0.010000864171810538,1,0.7640734183538617,3.0459641173600684,1.2950280813125916,1.8847236857245155
