participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,1,1.9870827610162087,1,2.708770731696859,1.1503176341601649,1,0.14424150065369906,6.982802058982196,0.7035424362635241,0.10536817348329351,0.5747099866392091
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,2,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,3,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,4,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,5,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,6,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,7,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,8,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,9,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,10,1.1972483245301577,1,1.0561132262097879,0.8175728522901112,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,11,1.1972483245301577,1,1.0561132262097879,0.8175728522901112,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,12,1.1972483245301577,1,1.0561132262097879,1.0245725377398238,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,13,1.1972483245301577,1,1.0561132262097879,1.0245725377398238,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,14,1.1972483245301577,1,1.0561132262097879,1.0245725377398238,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,15,1.1972483245301577,1,1.0561132262097879,1.0245725377398238,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,16,1.1972483245301577,1,1.0561132262097879,1.0245725377398238,1,0.7555861669532505,4.052704415440546,0.9778622900104175,0.8298764233579683,1.005278848475077
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,17,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,6.7652185011076424,0.5835573596124307,0.36354512221111185,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,18,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,6.7652185011076424,0.5835573596124307,0.36354512221111185,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,19,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,4.906467924099001,0.5835573596124307,0.36354512221111185,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,20,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,4.906467924099001,0.5835573596124307,0.36354512221111185,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,21,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,4.906467924099001,0.5835573596124307,0.8878220696056399,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,22,1.1378945506860736,1,0.9869795527723402,0.9990159746406992,1,0.5169418720067498,4.906467924099001,0.5835573596124307,0.8878220696056399,0.5648453116048804
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,23,1.7142019363056358,1,1.0088485764546227,1.196719261927025,1,0.43577047014364567,4.346590228430682,1.3033265769572764,0.9186222542801052,0.21990071208092563
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,24,1.7142019363056358,1,1.0088485764546227,1.196719261927025,1,0.43577047014364567,4.346590228430682,1.3033265769572764,0.9186222542801052,0.21990071208092563
21,DFT_CRT,value_scaling_t0,wide,DEoptimR,25,1.7142019363056358,1,1.0088485764546227,1.196719261927025,1,0.43577047014364567,4.346590228430682,1.3033265769572764,0.9186222542801052,0.21990071208092563
