participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
25,DFT_CRT,date_delay_time_and_value_scaling,wide,DEoptim,705,TRUE,-257.23420055764416,528.4684011152883,549.9946178219251
