participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
13,DDM,value_scaling_t0,wide,DEoptimR,2.098506312838087,1,1.044979441443248,0.11412841183548991,1,0.0010651729025305564,2.4842575199356127,1.2981400796148141,1.3802926760330239,1.334315590115953
