participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
58,DDM,value_scaling_t0,wide,DEoptim,0.6347079253049539,1,0.9799498660152811,0.5838081767458149,1,0.7041155668474512,2.346942909676431,1.3360481573029583,1.3801958633071565,1.3297721398869862
