participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,2.2140006344281806,1,1.0002089693310685,1.71167446830585,1,0.6373078552087303,2.228981838711551,1.4295235776828012,1.3693061391784582,1.3783328939500294
