participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,theta_star,t0
27,DFT_CRT,time_scaling,wide,DEoptimR,1.3652190630373437,1,0.8049627980641195,1,2.1415944137125607,0.5949281174957638,3.3621078144105536,1.3010426977972431
