participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t0
69,DFT_CRT,time_scaling,wide,DEoptimR,1,2.0913494377583266,1,1.9376714596617968,1,6.490711553487927,4.968740486074239,0.609260487232334,2.2361733585502948,0.6059237285517157
69,DFT_CRT,time_scaling,wide,DEoptimR,2,2.6269227583003634,1,0.4685313277943901,1,9.094518988858908,9.997977459570393,0.5322032539444944,2.4852003846713338,0.23816287652546775
69,DFT_CRT,time_scaling,wide,DEoptimR,3,2.6269227583003634,1,0.4685313277943901,1,9.094518988858908,9.997977459570393,0.5322032539444944,2.4852003846713338,0.23816287652546775
69,DFT_CRT,time_scaling,wide,DEoptimR,4,1.5144489864096977,1,0.1792096022819169,1,4.46726846319802,7.668611479457468,0.5815720783713461,7.579361955852761,0.1599006645607054
69,DFT_CRT,time_scaling,wide,DEoptimR,5,1.5144489864096977,1,0.1792096022819169,1,4.46726846319802,7.668611479457468,0.5815720783713461,7.579361955852761,0.1599006645607054
69,DFT_CRT,time_scaling,wide,DEoptimR,6,1.5144489864096977,1,0.1792096022819169,1,4.46726846319802,7.668611479457468,0.5815720783713461,7.579361955852761,0.1599006645607054
69,DFT_CRT,time_scaling,wide,DEoptimR,7,1.5144489864096977,1,0.1792096022819169,1,4.46726846319802,7.668611479457468,0.5815720783713461,7.579361955852761,0.1599006645607054
69,DFT_CRT,time_scaling,wide,DEoptimR,8,2.1483491220922275,1,0.7712051053364412,1,9.176829988979074,0.22477813824413984,0.6838764834626858,3.5432416367807518,0.6675271015944384
69,DFT_CRT,time_scaling,wide,DEoptimR,9,0.992292219901934,1,0.31769092797325915,1,8.031981530983032,1.079797581769526,0.6045127771269286,2.865543783797013,0.8949462165879132
69,DFT_CRT,time_scaling,wide,DEoptimR,10,0.992292219901934,1,0.31769092797325915,1,8.031981530983032,1.079797581769526,0.6045127771269286,2.865543783797013,0.8949462165879132
69,DFT_CRT,time_scaling,wide,DEoptimR,11,0.992292219901934,1,0.31769092797325915,1,8.031981530983032,1.079797581769526,0.6045127771269286,2.865543783797013,0.8949462165879132
69,DFT_CRT,time_scaling,wide,DEoptimR,12,2.9034106606537864,1,0.24107832235728655,1,3.846796042110392,7.956118424190208,0.2688514329065245,5.280455052283258,0.5191864282436619
69,DFT_CRT,time_scaling,wide,DEoptimR,13,2.9034106606537864,1,0.24107832235728655,1,3.846796042110392,7.956118424190208,0.2688514329065245,5.280455052283258,0.5191864282436619
69,DFT_CRT,time_scaling,wide,DEoptimR,14,2.9034106606537864,1,0.24107832235728655,1,3.846796042110392,7.956118424190208,0.2688514329065245,5.280455052283258,0.5191864282436619
69,DFT_CRT,time_scaling,wide,DEoptimR,15,2.930270915369017,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.23626773096435005,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,16,2.930270915369017,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.23626773096435005,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,17,2.930270915369017,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.23626773096435005,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,18,2.930270915369017,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.23626773096435005,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,19,2.7097967300216856,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.22246161714709567,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,20,2.7097967300216856,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.22246161714709567,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,21,2.7097967300216856,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.22246161714709567,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,22,2.7097967300216856,1,0.30237839003752925,1,8.460597074373942,0.4668176122538097,0.22246161714709567,3.499713064273303,0.8707795354714388
69,DFT_CRT,time_scaling,wide,DEoptimR,23,2.562811834128565,1,0.17464857519863886,1,0.6113472263640871,5.886220107984162,0.17835256154990758,3.514982377462847,0.8442096152073018
69,DFT_CRT,time_scaling,wide,DEoptimR,24,2.6486821299891323,1,0.30420129218616315,1,3.0351389777046722,2.2112153389815505,0.10443348338871702,3.7515444953101458,0.932341473345248
69,DFT_CRT,time_scaling,wide,DEoptimR,25,2.6486821299891323,1,0.30420129218616315,1,3.0351389777046722,2.2112153389815505,0.10443348338871702,3.7515444953101458,0.932341473345248
69,DFT_CRT,time_scaling,wide,DEoptimR,26,2.6673700392962765,1,0.13510455545390396,1,4.387340901521654,2.8398611605676085,0.18493033175578188,3.696906742997488,1.0946513996596752
69,DFT_CRT,time_scaling,wide,DEoptimR,27,2.6233607671822154,1,0.5659426512184195,1,3.9304508797533795,9.519607085261834,0.16706789722505344,3.410238893421905,1.112684383802643
69,DFT_CRT,time_scaling,wide,DEoptimR,28,2.446017627259043,1,0.510664066656366,1,5.544832219721968,9.117760655881868,0.12530253290619056,3.278118416308647,1.271316202597192
69,DFT_CRT,time_scaling,wide,DEoptimR,29,2.446017627259043,1,0.510664066656366,1,5.544832219721968,9.117760655881868,0.12530253290619056,3.278118416308647,1.271316202597192
69,DFT_CRT,time_scaling,wide,DEoptimR,30,2.4143037441524937,1,0.38055290747909043,1,4.007901259677729,9.558880327940933,0.15190956569158057,3.194402851461206,1.2542778711670657
69,DFT_CRT,time_scaling,wide,DEoptimR,31,2.490250524739401,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,32,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,33,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,34,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,35,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,36,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
69,DFT_CRT,time_scaling,wide,DEoptimR,37,2.366574857347572,1,0.66325033160913,1,4.480759451887994,0.9411249308428422,0.10687236225993069,2.9199681622721654,1.3575272279074397
