participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
14,DDM,value_scaling_t0,wide,DEoptim,delay,21.759999999999998,0.0039062499999999996
14,DDM,value_scaling_t0,wide,DEoptim,date,409.52817191556653,0.07351651753424548
