participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
85,DDM,time_and_value_scaling_t0,wide,DEoptimR,2.9999999443863947,1,1.0386014689011176,0.01000001889969582,1,0.34976849708049795,1.8477926899343265e-5,3.119203956946934,1.1893721802362807,1.4278447218184331
