participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
21,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2.4908411207393257,1,1.1348413073651404,2.999641709221346,1,3.297007437252246,1.2076391112575116,0.5247920712915403,3.5243642665665593,1.2295080310247206,1.3243211553807686,1.373141476008689
