participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
87,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,0.9191271518870143,1,1.0022968530803178,0.24008770901209175,1,0.6552733147424404,1.1116249972726129,0.8729074033283487,3.121533484812532,1.2185053583691943,1.3184921222891477,1.4406780753319777
