participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
14,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,delay,21.786430848596783,0.003910994738158602
14,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,date,315.38265233254526,0.0566159690107539
