participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,0.9991283715420921,1,0.8984518258006765,0.3259576350460224,1,9.999998488554144,0.1878287132003042,0.634245592643941,3.1577266166554008,1.2814122503802932,1.257767313958768,1.3092946304810962
