participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
81,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.8694273039218989,1,0.6852417308133276,0.010000005159509393,1,0.5679317983176303,0.39349151623563455,3.167161145160944,1.2864591589544898,1.8627886748538796
