participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
47,DDM,defer_speedup_time_and_value_scaling_t0,wide,DEoptimR,1536,TRUE,-366.0804612838576,752.1609225677151,786.6713071033721
