participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
15,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,neutral,5446.695192735043,0.9777643886314917
15,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,defer,4757.857558440702,0.8541075867490344
15,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,speedup,5570.323507148798,0.9999575459466907
