participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
9,DDM,time_and_value_scaling_t0,wide,DEoptim,0.4185631725846939,1,0.9898919851431933,1.2727406720672132,1,1.0504932511469989,1.0674242992235587,0.9945479267758597,4.0757766377316464,1.110717375172455,1.2322390414855526,1.2229883199489078
