participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t0
26,DFT_CRT,time_and_value_scaling,wide,DEoptimR,1.1882095393199632,1,1.0049117435789696,0.42244099239201127,1,1.8494727663049784,1.420821726928716,0.4979912403998647,3.124281331113225,1.253506016156239
