participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02
83,DFT_CRT,value_scaling_t0,wide,DEoptim,1,2.084101298158057,1,1.3412795376498252,0.4346096871793271,1,0.7275831632698281,9.931037620082497,0.9263718410627917,1.4455396991455929
83,DFT_CRT,value_scaling_t0,wide,DEoptim,2,2.084101298158057,1,1.3412795376498252,0.671696836370975,1,0.6090782699781833,9.931037620082497,0.9263718410627917,1.4455396991455929
83,DFT_CRT,value_scaling_t0,wide,DEoptim,3,1.8316953907324933,1,1.6410970750730485,2.2936656928043813,1,0.34681808517534757,5.8062691626460285,1.1963536679162645,0.3476491197594442
83,DFT_CRT,value_scaling_t0,wide,DEoptim,4,1.8316953907324933,1,1.6410970750730485,2.2936656928043813,1,0.34681808517534757,5.8062691626460285,1.1963536679162645,0.3476491197594442
83,DFT_CRT,value_scaling_t0,wide,DEoptim,5,0.8174544367156922,1,0.9460044938139618,0.23299351014662523,1,0.3039135071556922,6.784497740991412,0.9319005410345269,1.0603430456039495
83,DFT_CRT,value_scaling_t0,wide,DEoptim,6,1.8316953907324933,1,1.961274715801701,0.7963354327693583,1,0.34681808517534757,5.8062691626460285,1.1963536679162645,0.3476491197594442
83,DFT_CRT,value_scaling_t0,wide,DEoptim,7,1.9323779409368154,1,1.961274715801701,0.7963354327693583,1,0.34681808517534757,5.8062691626460285,0.3230007401189027,0.20202864083150376
83,DFT_CRT,value_scaling_t0,wide,DEoptim,8,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.3586989102219111,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,9,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.3586989102219111,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,10,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.3586989102219111,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,11,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.3586989102219111,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,12,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,13,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,14,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.6280617040294216,0.5010223140818998
83,DFT_CRT,value_scaling_t0,wide,DEoptim,15,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.4647870530679394,0.6813749763532543
83,DFT_CRT,value_scaling_t0,wide,DEoptim,16,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.4647870530679394,0.6813749763532543
83,DFT_CRT,value_scaling_t0,wide,DEoptim,17,1.5227306386921555,1,1.3762499418575316,0.9410953007415681,1,0.352577226365801,5.560346687864512,0.4647870530679394,0.6813749763532543
83,DFT_CRT,value_scaling_t0,wide,DEoptim,18,0.8174544367156922,1,2.1751978986896576,0.23299351014662523,1,0.32919118790656315,4.512858065049222,0.9319005410345269,0.22676405906847466
83,DFT_CRT,value_scaling_t0,wide,DEoptim,19,0.8174544367156922,1,2.1751978986896576,0.23299351014662523,1,0.32919118790656315,4.512858065049222,0.9319005410345269,0.22676405906847466
83,DFT_CRT,value_scaling_t0,wide,DEoptim,20,1.2557427483090196,1,1.4604727691041677,1.0529075081373187,1,0.45157558991708235,4.488437616285364,1.331778384408326,0.6821587454644032
83,DFT_CRT,value_scaling_t0,wide,DEoptim,21,1.4931760828095038,1,0.8917150723026838,0.7963354327693583,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,22,0.4133259312877815,1,2.124367518272307,0.5096789551968683,1,0.6293375245875286,3.5230840880181127,0.9631527341640771,0.5066823027050121
83,DFT_CRT,value_scaling_t0,wide,DEoptim,23,1.2557427483090196,1,2.8810195906402534,1.0529075081373187,1,0.45157558991708235,4.488437616285364,1.331778384408326,0.6821587454644032
83,DFT_CRT,value_scaling_t0,wide,DEoptim,24,0.789721693550484,1,2.7119282746483435,0.7963354327693583,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,25,1.2557427483090196,1,2.8810195906402534,1.0529075081373187,1,0.45157558991708235,4.488437616285364,0.7830243367023084,0.8542098336013624
83,DFT_CRT,value_scaling_t0,wide,DEoptim,26,1.2557427483090196,1,2.8810195906402534,1.0529075081373187,1,0.45157558991708235,4.488437616285364,0.7830243367023084,0.8542098336013624
83,DFT_CRT,value_scaling_t0,wide,DEoptim,27,1.2557427483090196,1,2.8810195906402534,1.0529075081373187,1,0.45157558991708235,4.488437616285364,0.7830243367023084,0.8542098336013624
83,DFT_CRT,value_scaling_t0,wide,DEoptim,28,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,29,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,30,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,31,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,32,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,33,0.789721693550484,1,2.7119282746483435,0.6362722533237746,1,0.34681808517534757,4.794310306661009,0.7555011380472514,0.9219229487919267
83,DFT_CRT,value_scaling_t0,wide,DEoptim,34,0.6821950082615935,1,2.1174431453686844,0.5693614409076688,1,0.4661073660449341,4.493563219538583,1.1698158028836716,1.3332619445569889
83,DFT_CRT,value_scaling_t0,wide,DEoptim,35,0.6821950082615935,1,2.1174431453686844,0.5693614409076688,1,0.4661073660449341,4.493563219538583,1.1698158028836716,1.3332619445569889
83,DFT_CRT,value_scaling_t0,wide,DEoptim,36,0.6821950082615935,1,2.1174431453686844,0.5693614409076688,1,0.4661073660449341,4.493563219538583,1.1698158028836716,1.3332619445569889
83,DFT_CRT,value_scaling_t0,wide,DEoptim,37,0.6821950082615935,1,2.1174431453686844,0.5693614409076688,1,0.4661073660449341,4.493563219538583,1.1698158028836716,1.3332619445569889
83,DFT_CRT,value_scaling_t0,wide,DEoptim,38,0.6821950082615935,1,2.1174431453686844,0.5693614409076688,1,0.4661073660449341,4.493563219538583,1.1698158028836716,1.3332619445569889
83,DFT_CRT,value_scaling_t0,wide,DEoptim,39,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,40,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,41,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,42,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,43,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,44,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.451099341164189
83,DFT_CRT,value_scaling_t0,wide,DEoptim,45,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.3929559834820513
83,DFT_CRT,value_scaling_t0,wide,DEoptim,46,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6232303237811592,4.411420950508486,0.7418694091749486,1.3929559834820513
83,DFT_CRT,value_scaling_t0,wide,DEoptim,47,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6380481424967283,4.411420950508486,0.7418694091749486,1.3929559834820513
83,DFT_CRT,value_scaling_t0,wide,DEoptim,48,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6380481424967283,4.411420950508486,0.7418694091749486,1.3929559834820513
83,DFT_CRT,value_scaling_t0,wide,DEoptim,49,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6380481424967283,4.411420950508486,0.7418694091749486,1.3929559834820513
83,DFT_CRT,value_scaling_t0,wide,DEoptim,50,0.39047582627227495,1,2.3872528297360986,0.4762624663006175,1,0.6380481424967283,4.411420950508486,0.7418694091749486,1.3929559834820513
