participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t0
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,1,2.0913494377583266,1,1.934118521399796,1.9507227544928902,1,9.696891973726451,0.609260487232334,2.2361733585502948,0.6059237285517157
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,2,2.853160997755415,1,2.0961723413524913,0.08602032812428662,1,1.4304883556906134,0.0428623585733538,6.3453989731207585,1.1513660096389375
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,3,2.853160997755415,1,2.0961723413524913,0.531205845003297,1,1.4304883556906134,0.0428623585733538,6.3453989731207585,1.1513660096389375
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,4,2.579890797407298,1,2.5526154288427616,0.8827786508065147,1,6.874319412904335,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,5,2.579890797407298,1,2.5526154288427616,0.8827786508065147,1,6.874319412904335,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,6,2.579890797407298,1,2.5526154288427616,0.8827786508065147,1,6.874319412904335,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,7,2.579890797407298,1,2.5526154288427616,0.8827786508065147,1,6.874319412904335,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,8,2.0335070684969683,1,2.157770491442189,0.8827786508065147,1,0.012908044083068726,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,9,2.0335070684969683,1,2.157770491442189,0.8827786508065147,1,0.012908044083068726,0.1709652440620577,5.077490514056536,1.5463079067561047
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,10,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,11,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,12,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,13,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,14,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,15,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,16,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,17,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,18,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,19,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,6.621375026311951,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,20,1.426022573844749,1,2.649745039708795,0.4604704542855921,1,7.705063326256949,0.1677591201587032,4.669788108023647,1.6564025363232506
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,21,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,0.8358581168024841
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,22,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,23,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,24,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,25,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,26,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,27,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
56,DFT_CRT,time_and_value_scaling,wide,DEoptimR,28,0.8428184703034834,1,2.3496187464915446,0.5772379607893756,1,2.7606454067411152,0.5920882992440236,4.881934267937097,1.0233339612814132
