participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,theta_star,t0
35,DFT_CRT,time_scaling,wide,DEoptim,1,1.5292092230101118,1,2.3358715942711568,1,3.5535242734476924,0.42305457608163827,7.205882728046271,1.0064096354297363
35,DFT_CRT,time_scaling,wide,DEoptim,2,1.5382137507153677,1,2.3358715942711568,1,3.5535242734476924,0.42305457608163827,7.205882728046271,1.0064096354297363
35,DFT_CRT,time_scaling,wide,DEoptim,3,1.5382137507153677,1,2.3358715942711568,1,3.5535242734476924,0.42305457608163827,7.205882728046271,1.0064096354297363
35,DFT_CRT,time_scaling,wide,DEoptim,4,1.5382137507153677,1,2.3358715942711568,1,3.5535242734476924,0.42305457608163827,7.205882728046271,1.0064096354297363
35,DFT_CRT,time_scaling,wide,DEoptim,5,1.9507227544928902,1,2.9075150599912742,1,5.882179792970419,0.7365029270637176,5.753835152794146,0.5104671228677035
35,DFT_CRT,time_scaling,wide,DEoptim,6,1.9507227544928902,1,2.9075150599912742,1,8.77852191142738,0.7365029270637176,5.753835152794146,0.5104671228677035
35,DFT_CRT,time_scaling,wide,DEoptim,7,1.5382137507153677,1,2.3358715942711568,1,3.5535242734476924,0.6673392903937297,7.205882728046271,1.0064096354297363
35,DFT_CRT,time_scaling,wide,DEoptim,8,1.2647646960052663,1,1.0517826375295407,1,1.5201525145955386,0.32501510635682795,6.756925743774266,1.5322556211147458
35,DFT_CRT,time_scaling,wide,DEoptim,9,1.2647646960052663,1,1.0517826375295407,1,1.5201525145955386,0.32501510635682795,6.756925743774266,1.5322556211147458
35,DFT_CRT,time_scaling,wide,DEoptim,10,1.2647646960052663,1,1.0517826375295407,1,1.5201525145955386,0.32501510635682795,6.756925743774266,1.5322556211147458
35,DFT_CRT,time_scaling,wide,DEoptim,11,0.5734616774134338,1,0.11675852440204437,1,2.134563244204224,0.5146810379538731,4.693287712856604,0.8836563736672514
35,DFT_CRT,time_scaling,wide,DEoptim,12,1.34797873703111,1,0.1272071033390239,1,1.2643574369885027,0.07064576446675697,4.162574311293733,0.8414545028004796
35,DFT_CRT,time_scaling,wide,DEoptim,13,1.34797873703111,1,0.1272071033390239,1,1.2643574369885027,0.07064576446675697,4.162574311293733,0.8414545028004796
35,DFT_CRT,time_scaling,wide,DEoptim,14,1.34797873703111,1,0.1272071033390239,1,1.2643574369885027,0.07064576446675697,4.162574311293733,0.8414545028004796
35,DFT_CRT,time_scaling,wide,DEoptim,15,0.2901383680356666,1,2.107742414336186,1,2.307773516777903,0.9941489519735985,3.2068082262753657,1.2405366219487042
35,DFT_CRT,time_scaling,wide,DEoptim,16,0.2901383680356666,1,2.107742414336186,1,2.307773516777903,0.9941489519735985,3.2068082262753657,1.2405366219487042
35,DFT_CRT,time_scaling,wide,DEoptim,17,0.43340298029242674,1,0.24666450326286937,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,18,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,19,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,20,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,21,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,22,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,23,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,24,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,25,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,26,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,27,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,28,0.43340298029242674,1,0.6090402456905014,1,2.8763133929008133,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,29,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,30,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,31,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,32,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,33,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.3052408157964237
35,DFT_CRT,time_scaling,wide,DEoptim,34,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.4360605400440218
35,DFT_CRT,time_scaling,wide,DEoptim,35,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.4360605400440218
35,DFT_CRT,time_scaling,wide,DEoptim,36,0.43340298029242674,1,0.6090402456905014,1,1.2199256302425936,0.8844140957799003,4.070142513622872,1.4360605400440218
35,DFT_CRT,time_scaling,wide,DEoptim,37,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,38,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,39,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,40,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,41,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,42,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,43,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,44,1.34797873703111,1,0.6113960650960932,1,1.2643574369885027,0.07064576446675697,4.162574311293733,1.4644328792571641
35,DFT_CRT,time_scaling,wide,DEoptim,45,1.1673279010118223,1,0.7141311368306925,1,2.225578965153545,0.38581232676343524,3.9260662750441173,1.5080557671824582
35,DFT_CRT,time_scaling,wide,DEoptim,46,1.1673279010118223,1,0.7141311368306925,1,2.225578965153545,0.38581232676343524,3.9260662750441173,1.5080557671824582
35,DFT_CRT,time_scaling,wide,DEoptim,47,1.1673279010118223,1,0.7141311368306925,1,2.225578965153545,0.38581232676343524,3.9260662750441173,1.5080557671824582
35,DFT_CRT,time_scaling,wide,DEoptim,48,1.1673279010118223,1,0.7141311368306925,1,2.225578965153545,0.38581232676343524,3.9260662750441173,1.5080557671824582
35,DFT_CRT,time_scaling,wide,DEoptim,49,1.1673279010118223,1,0.7141311368306925,1,2.225578965153545,0.38581232676343524,3.9260662750441173,1.5080557671824582
