participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
13,DDM,time_and_value_scaling_t0,wide,DEoptimR,1.9160804933709101,1,0.9639137231116656,0.12728298992191073,1,1.050718198040277,0.772068231775375,0.0022266359677730546,2.4762168443846293,1.3009220688166747,1.3765394431211224,1.3411177287396965
