participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02
77,DFT_CRT,value_scaling_t0,wide,DEoptimR,0.656992849269168,1,2.3018049102821254,0.41769649576858,1,0.9503511643079658,3.0325858386850535,1.2445982866517753,1.356746660567015
