participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
9,DFT_CRT,value_scaling_t0,wide,DEoptim,2.9999437578311867,1,0.39289919277003654,2.224919679794052,1,0.37995265332044875,4.064835067770123,1.1147527749101027,1.2234660599104799,1.2191729245121505
