participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
37,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,0.9040214445060514,1,0.9754684407888946,0.5510959424963944,1,4.084393775708826,0.5456047844798187,0.7676421458758012,2.7582957813584024,1.2907580771593454,1.374369015476367,1.3804989724430943
