participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
47,DFT_CRT,value_scaling_t0,wide,DEoptimR,0.9439145300759342,1,0.9975533372214521,0.6356092713145504,1,0.8443620031265815,2.43747836298691,1.3544298651686337,1.3744094165035292,1.4087362143726854
