participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t0
33,DDM,time_scaling,wide,DEoptim,1,0.054291463440749796,1,0.29178006861358885,1,2.0913984603248537,0.6027630971606401,5.82697916497686,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,2,0.08959002162795514,1,0.3949225775501692,1,2.4865631945431232,0.9300499586972875,6.197237618581858,1.3094063292490319
33,DDM,time_scaling,wide,DEoptim,3,0.08959002162795514,1,0.3949225775501692,1,2.4865631945431232,0.9300499586972875,6.197237618581858,1.3094063292490319
33,DDM,time_scaling,wide,DEoptim,4,0.08959002162795514,1,0.3949225775501692,1,2.4865631945431232,0.9300499586972875,6.197237618581858,1.3094063292490319
33,DDM,time_scaling,wide,DEoptim,5,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,6,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,7,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,8,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,9,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,10,0.2690873211040162,1,0.36353940428970427,1,2.4865631945431232,0.9300499586972875,6.197237618581858,0.9809837436554952
33,DDM,time_scaling,wide,DEoptim,11,0.054291463440749796,1,0.29178006861358885,1,0.3932705021314318,0.7891796538606434,3.9384883984735395,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,12,0.054291463440749796,1,0.29178006861358885,1,0.3932705021314318,0.7891796538606434,3.9384883984735395,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,13,0.054291463440749796,1,0.29178006861358885,1,0.3932705021314318,0.7891796538606434,3.9384883984735395,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,14,0.054291463440749796,1,0.29178006861358885,1,0.3932705021314318,0.7891796538606434,3.9384883984735395,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,15,0.054291463440749796,1,0.29178006861358885,1,0.3932705021314318,0.7891796538606434,3.9384883984735395,1.003755179804284
33,DDM,time_scaling,wide,DEoptim,16,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,17,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,18,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,19,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,20,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,21,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9776681733660904,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,22,0.2549085656479713,1,0.3664378271709322,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,23,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,24,0.13256215336034075,1,0.08488577564763272,1,6.325947393197566,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,25,0.13256215336034075,1,0.08488577564763272,1,3.9426511945202947,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,26,0.13256215336034075,1,0.08488577564763272,1,3.9426511945202947,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,27,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,28,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,29,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,30,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,31,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,32,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,33,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,34,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,0.5218794652735942
33,DDM,time_scaling,wide,DEoptim,35,0.11021538306584966,1,0.08488577564763272,1,0.9369986424441628,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,36,0.11021538306584966,1,0.08488577564763272,1,0.9369986424441628,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,37,0.11021538306584966,1,0.08488577564763272,1,0.9369986424441628,0.9944842850751876,4.878764734830539,0.5103169415169395
33,DDM,time_scaling,wide,DEoptim,38,0.05552462798343516,1,0.057563357491460285,1,0.43293703077557155,0.9929314058044441,4.642271516710247,0.4919507109667428
33,DDM,time_scaling,wide,DEoptim,39,0.05552462798343516,1,0.057563357491460285,1,0.43293703077557155,0.9929314058044441,4.642271516710247,0.4919507109667428
33,DDM,time_scaling,wide,DEoptim,40,0.02434394991670591,1,0.20328624452194216,1,1.6712956615709795,0.993910758021672,3.9168536086311185,0.830749040788917
33,DDM,time_scaling,wide,DEoptim,41,0.02434394991670591,1,0.20328624452194216,1,1.6712956615709795,0.993910758021672,3.9168536086311185,0.830749040788917
33,DDM,time_scaling,wide,DEoptim,42,0.02434394991670591,1,0.20328624452194216,1,1.6712956615709795,0.993910758021672,3.9168536086311185,0.830749040788917
33,DDM,time_scaling,wide,DEoptim,43,0.02434394991670591,1,0.20328624452194216,1,1.6712956615709795,0.993910758021672,3.9168536086311185,0.830749040788917
33,DDM,time_scaling,wide,DEoptim,44,0.02434394991670591,1,0.20328624452194216,1,1.6712956615709795,0.993910758021672,3.9168536086311185,0.830749040788917
33,DDM,time_scaling,wide,DEoptim,45,0.2549085656479713,1,0.5553154145131112,1,0.19777782350853068,0.9334056429160189,4.579512830187175,1.2188530585268125
33,DDM,time_scaling,wide,DEoptim,46,0.08908398471160589,1,0.3361312482738868,1,1.7628946388887683,0.9886275398019841,4.457006501219265,0.7818600703224279
33,DDM,time_scaling,wide,DEoptim,47,0.08908398471160589,1,0.3361312482738868,1,1.7628946388887683,0.9886275398019841,4.457006501219265,0.7818600703224279
33,DDM,time_scaling,wide,DEoptim,48,0.08908398471160589,1,0.3361312482738868,1,1.7628946388887683,0.9886275398019841,4.457006501219265,0.7818600703224279
33,DDM,time_scaling,wide,DEoptim,49,0.08908398471160589,1,0.3361312482738868,1,1.7628946388887683,0.9886275398019841,4.457006501219265,0.7818600703224279
33,DDM,time_scaling,wide,DEoptim,50,0.08908398471160589,1,0.3361312482738868,1,1.7628946388887683,0.9886275398019841,4.457006501219265,0.7818600703224279
