participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
21,DDM,time_and_value_scaling_t0,wide,DEoptim,0.9875382977537768,1,0.9822732956472671,0.3217489205786406,1,1.0301716124735134,0.900771400198484,0.10008120813887139,3.4443921321127,1.2605941770892772,1.3467207353223263,1.3800961857769996
