participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t0
50,DFT_CRT,time_and_value_scaling,wide,DEoptimR,1.4332922126934242,1,2.2117744566687607,0.7236521834804988,1,3.099082612744727,0.6187950696406679,3.222310825316141,1.3431858682423894
