participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t0
45,DDM,time_scaling,wide,DEoptim,1,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
45,DDM,time_scaling,wide,DEoptim,2,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
45,DDM,time_scaling,wide,DEoptim,3,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
45,DDM,time_scaling,wide,DEoptim,4,1.065239807588514,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
45,DDM,time_scaling,wide,DEoptim,5,0.45891922527924184,1,0.4798435549763963,1,3.503798176534474,1.093854014761746,0.7607095124608605,3.9274058789380826,1.0046595968199896
45,DDM,time_scaling,wide,DEoptim,6,0.39390814209040276,1,0.2899575633429923,1,4.4036270539276305,1.0318786557763815,0.8520980641249754,2.2368896831639575,0.23721237295527053
45,DDM,time_scaling,wide,DEoptim,7,0.45891922527924184,1,0.2759112224398927,1,5.220185888074338,1.093854014761746,0.785164271249832,3.9274058789380826,1.0046595968199896
45,DDM,time_scaling,wide,DEoptim,8,0.45891922527924184,1,0.2759112224398927,1,5.220185888074338,1.093854014761746,0.785164271249832,3.9274058789380826,1.0046595968199896
45,DDM,time_scaling,wide,DEoptim,9,0.45891922527924184,1,0.2759112224398927,1,5.220185888074338,1.093854014761746,0.785164271249832,3.9274058789380826,1.0046595968199896
45,DDM,time_scaling,wide,DEoptim,10,0.45891922527924184,1,0.2759112224398927,1,5.220185888074338,1.093854014761746,0.785164271249832,3.9274058789380826,1.0046595968199896
45,DDM,time_scaling,wide,DEoptim,11,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,1.0318786557763815,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,12,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,13,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,14,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,15,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,16,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,17,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,18,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,19,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,20,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,21,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,22,0.4018778112018225,1,0.2899575633429923,1,4.4036270539276305,2.03416655305773,0.8520980641249754,2.2368896831639575,1.1110589268590156
45,DDM,time_scaling,wide,DEoptim,23,0.05005283592091497,1,0.31151540991547055,1,9.109310520548423,1.5741126354748132,0.9558975044450071,2.2725227949747913,1.4280921803903768
45,DDM,time_scaling,wide,DEoptim,24,0.05005283592091497,1,0.31151540991547055,1,9.109310520548423,1.5741126354748132,0.9558975044450071,2.2725227949747913,1.4280921803903768
45,DDM,time_scaling,wide,DEoptim,25,0.08161136063979939,1,0.08055879367347446,1,6.983581649999331,3.0737673763004834,0.9310828389208047,2.515546509607637,1.519035249865193
45,DDM,time_scaling,wide,DEoptim,26,0.08161136063979939,1,0.08055879367347446,1,6.983581649999331,3.0737673763004834,0.9310828389208047,2.515546509607637,1.519035249865193
45,DDM,time_scaling,wide,DEoptim,27,0.16004534835489434,1,0.14603150127464642,1,3.352450550255883,0.2750611119448405,0.9125873701082333,2.7844023907038604,1.4831977531103209
45,DDM,time_scaling,wide,DEoptim,28,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,29,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,30,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,31,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,32,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,33,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,34,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.2458174108004245,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,35,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,36,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,37,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,38,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,39,0.19404977540349022,1,0.2835665070366411,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,40,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,41,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,42,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,43,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,44,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,45,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,46,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,47,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,48,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,49,0.19404977540349022,1,0.5380773192084127,1,0.8921520365402102,0.5877014024183151,0.961069699218768,2.368409873174859,1.5086163346506372
45,DDM,time_scaling,wide,DEoptim,50,0.45536539649948926,1,0.5974626778736485,1,3.1057847384363413,1.9016957635056246,0.9385755214147409,2.831894799244364,1.4562520584653238
45,DDM,time_scaling,wide,DEoptim,51,0.45536539649948926,1,0.5974626778736485,1,3.1057847384363413,3.118265221617022,0.9385755214147409,2.831894799244364,1.4562520584653238
45,DDM,time_scaling,wide,DEoptim,52,0.45536539649948926,1,0.5974626778736485,1,3.1057847384363413,3.118265221617022,0.9385755214147409,2.831894799244364,1.4562520584653238
45,DDM,time_scaling,wide,DEoptim,53,0.45536539649948926,1,0.5974626778736485,1,3.1057847384363413,3.118265221617022,0.9385755214147409,2.831894799244364,1.4562520584653238
45,DDM,time_scaling,wide,DEoptim,54,0.37839962377433795,1,0.5801909618669773,1,2.491687893415987,2.092335057981048,0.9459238217963,3.4451464274629293,1.1939588605436937
45,DDM,time_scaling,wide,DEoptim,55,0.37839962377433795,1,0.5801909618669773,1,2.491687893415987,2.092335057981048,0.9459238217963,3.4451464274629293,1.1939588605436937
