participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
49,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.48022163925912675,1,0.9458878685105492,0.010000021482460755,1,1.3124441198503851,0.6875558766432014,0.4870820099370183,2.12709171479613,1.3538006680158492,1.3360967690755579,1.365048061479887
