participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t01,t02
17,DDM,time_scaling_t0,wide,DEoptim,1,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,0.32241913747275247
17,DDM,time_scaling_t0,wide,DEoptim,2,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,1.0632631860906259
17,DDM,time_scaling_t0,wide,DEoptim,3,1.0370023479359225,1,0.1609251814382151,1,0.33402003115043044,0.00790806478373518,6.105573464823328,0.3303098644246347,1.5586997598409653
17,DDM,time_scaling_t0,wide,DEoptim,4,1.0370023479359225,1,0.1609251814382151,1,0.33402003115043044,0.00790806478373518,6.105573464823328,0.3303098644246347,1.5586997598409653
17,DDM,time_scaling_t0,wide,DEoptim,5,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.877960705962684
17,DDM,time_scaling_t0,wide,DEoptim,6,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.877960705962684
17,DDM,time_scaling_t0,wide,DEoptim,7,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.877960705962684
17,DDM,time_scaling_t0,wide,DEoptim,8,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.877960705962684
17,DDM,time_scaling_t0,wide,DEoptim,9,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.1410423870223128
17,DDM,time_scaling_t0,wide,DEoptim,10,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.1410423870223128
17,DDM,time_scaling_t0,wide,DEoptim,11,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.1410423870223128
17,DDM,time_scaling_t0,wide,DEoptim,12,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.5071324340785697
17,DDM,time_scaling_t0,wide,DEoptim,13,0.5709223252185621,1,0.5157310870825313,1,0.38923994032666087,0.8386062475301046,4.499811869829196,1.3936497241854673,1.5071324340785697
