participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
23,DDM,time_and_value_scaling_t0,wide,DEoptim,0.6853435146613284,1,0.8054603501805981,0.7764595397238654,1,0.8759104480316775,0.9151465968784092,2.494219774278999,1.365297107317248,1.376377973533953
