participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
47,DFT_CRT,value_scaling,wide,DEoptimR,0.9465125594356264,1,0.997492693753404,0.6350589290840418,1,0.8421169419925524,2.4400851347832595,1.3764354275989845
